"ワープアイテム" -> "Warp items"
"合成の素材になりますが、本当に売却しますか？" -> "It will be a synthetic material, will you really sell it?"
"ステート特攻通常攻撃 25" -> "State Attack Normal Attack 25"
"ステート特攻スキルタイプ 18" -> "State Special Feature Skill Type 18"
"ステート特攻通常攻撃 25" -> "State Attack Normal Attack 25"
"ステート特攻スキルタイプ 18" -> "State Special Feature Skill Type 18"
"特殊売却" -> "Special sale"
"合成の素材になりますが、本当に売却しますか？" -> "It will be a synthetic material, will you really sell it?"
"ステート特攻通常攻撃 25" -> "State Attack Normal Attack 25"
"ステート特攻スキルタイプ 18" -> "State Special Feature Skill Type 18"
"属性強化 8" -> "Attribute enhancement 8"
"ステート特攻通常攻撃 25" -> "State Attack Normal Attack 25"
"ステート特攻スキルタイプ 18" -> "State Special Feature Skill Type 18"
"スキルタイプ強化 29" -> "Skill type reinforcement 29"
"特殊売却" -> "Special sale"
"合成の素材になりますが、本当に売却しますか？" -> "It will be a synthetic material, will you really sell it?"
"ステート特攻通常攻撃 25" -> "State Attack Normal Attack 25"
"ステート特攻スキルタイプ 18" -> "State Special Feature Skill Type 18"
"ステート特攻通常攻撃 25" -> "State Attack Normal Attack 25"
"ステート特攻スキルタイプ 18" -> "State Special Feature Skill Type 18"
"特殊売却" -> "Special sale"
"合成の素材になりますが、本当に売却しますか？" -> "It will be a synthetic material, will you really sell it?"
"ステート特攻通常攻撃 25" -> "State Attack Normal Attack 25"
"ステート特攻スキルタイプ 18" -> "State Special Feature Skill Type 18"
"ステート特攻通常攻撃 25" -> "State Attack Normal Attack 25"
"ステート特攻スキルタイプ 18" -> "State Special Feature Skill Type 18"
"ステート特攻通常攻撃 25" -> "State Attack Normal Attack 25"
"ステート特攻スキルタイプ 18" -> "State Special Feature Skill Type 18"
"ステート特攻通常攻撃 25" -> "State Attack Normal Attack 25"
"ステート特攻スキルタイプ 18" -> "State Special Feature Skill Type 18"
"スキルタイプ強化 29" -> "Skill type reinforcement 29"
"特殊売却" -> "Special sale"
"合成の素材になりますが、本当に売却しますか？" -> "It will be a synthetic material, will you really sell it?"
"ステート特攻通常攻撃 25" -> "State Attack Normal Attack 25"
"ステート特攻スキルタイプ 18" -> "State Special Feature Skill Type 18"
"特殊売却" -> "Special sale"
"合成の素材になりますが、本当に売却しますか？" -> "It will be a synthetic material, will you really sell it?"
"ステート特攻通常攻撃 25" -> "State Attack Normal Attack 25"
"ステート特攻スキルタイプ 18" -> "State Special Feature Skill Type 18"
"特殊売却" -> "Special sale"
"合成の素材になりますが、本当に売却しますか？" -> "It will be a synthetic material, will you really sell it?"
"ステート特攻通常攻撃 25" -> "State Attack Normal Attack 25"
"ステート特攻スキルタイプ 18" -> "State Special Feature Skill Type 18"
"属性強化 10" -> "Attribute enhancement 10"
"ステート特攻通常攻撃 25" -> "State Attack Normal Attack 25"
"ステート特攻スキルタイプ 18" -> "State Special Feature Skill Type 18"
"特殊売却" -> "Special sale"
"合成の素材になりますが、本当に売却しますか？" -> "It will be a synthetic material, will you really sell it?"
"ステート特攻通常攻撃 25" -> "State Attack Normal Attack 25"
"ステート特攻スキルタイプ 18" -> "State Special Feature Skill Type 18"
"属性強化 8" -> "Attribute enhancement 8"
"ステート特攻通常攻撃 25" -> "State Attack Normal Attack 25"
"ステート特攻スキルタイプ 18" -> "State Special Feature Skill Type 18"
"特殊売却" -> "Special sale"
"合成の素材になりますが、本当に売却しますか？" -> "It will be a synthetic material, will you really sell it?"
"ステート特攻通常攻撃 25" -> "State Attack Normal Attack 25"
"ステート特攻スキルタイプ 18" -> "State Special Feature Skill Type 18"
"属性強化 6" -> "Attribute enhancement 6"
"特殊売却" -> "Special sale"
"合成の素材になりますが、本当に売却しますか？" -> "It will be a synthetic material, will you really sell it?"
"ステート特攻通常攻撃 25" -> "State Attack Normal Attack 25"
"ステート特攻スキルタイプ 18" -> "State Special Feature Skill Type 18"
"属性強化 9" -> "Attribute enhancement 9"
"ダミー" -> "dummy"
"ダミー" -> "dummy"
"ダミー" -> "dummy"
"ダミー" -> "dummy"
"ダミー" -> "dummy"
"ダミー" -> "dummy"
"ダミー" -> "dummy"
"消費アイテム節約スキルタイプ 44" -> "Consumption item saving skill type 44"
"消費アイテム節約スキルタイプ 44" -> "Consumption item saving skill type 44"
"消費アイテム節約スキルタイプ 44" -> "Consumption item saving skill type 44"
"特殊売却" -> "Special sale"
"合成の素材になりますが、本当に売却しますか？" -> "It will be a synthetic material, will you really sell it?"
"消費アイテム節約スキルタイプ 44" -> "Consumption item saving skill type 44"
"消費アイテム節約スキルタイプ 44" -> "Consumption item saving skill type 44"
"特殊売却" -> "Special sale"
"合成の素材になりますが、本当に売却しますか？" -> "It will be a synthetic material, will you really sell it?"
"消費アイテム節約スキルタイプ 44" -> "Consumption item saving skill type 44"
"消費アイテム節約スキルタイプ 44" -> "Consumption item saving skill type 44"
"特殊売却" -> "Special sale"
"合成の素材になりますが、本当に売却しますか？" -> "It will be a synthetic material, will you really sell it?"
"消費アイテム節約スキルタイプ 44" -> "Consumption item saving skill type 44"
"消費アイテム節約スキルタイプ 44" -> "Consumption item saving skill type 44"
"消費アイテム節約スキルタイプ 44" -> "Consumption item saving skill type 44"
"特殊売却" -> "Special sale"
"非売品かつ合成の素材になりますが、本当に売却しますか？" -> "It will be a not for sale and synthetic material, will you really sell it?"
"消費アイテム節約スキルタイプ 44" -> "Consumption item saving skill type 44"
"特殊売却" -> "Special sale"
"非売品かつ合成の素材になりますが、本当に売却しますか？" -> "It will be a not for sale and synthetic material, will you really sell it?"
"消費アイテム節約スキルタイプ 44" -> "Consumption item saving skill type 44"
"消費アイテム節約スキルタイプ 44" -> "Consumption item saving skill type 44"
"特殊売却" -> "Special sale"
"合成の素材になりますが、本当に売却しますか？" -> "It will be a synthetic material, will you really sell it?"
"消費アイテム節約スキルタイプ 44" -> "Consumption item saving skill type 44"
"ダミー" -> "dummy"
"ダミー" -> "dummy"
"ダミー" -> "dummy"
"ダミー" -> "dummy"
"ダミー" -> "dummy"
"ゴールド消費率 80" -> "Gold consumption rate 80"
"ゴールド消費率 80" -> "Gold consumption rate 80"
"ゴールド消費率 80" -> "Gold consumption rate 80"
"特殊売却" -> "Special sale"
"合成の素材になりますが、本当に売却しますか？" -> "It will be a synthetic material, will you really sell it?"
"ゴールド消費率 80" -> "Gold consumption rate 80"
"ゴールド消費率 80" -> "Gold consumption rate 80"
"特殊売却" -> "Special sale"
"合成の素材になりますが、本当に売却しますか？" -> "It will be a synthetic material, will you really sell it?"
"ゴールド消費率 80" -> "Gold consumption rate 80"
"ゴールド消費率 80" -> "Gold consumption rate 80"
"ゴールド消費率 80" -> "Gold consumption rate 80"
"特殊売却" -> "Special sale"
"非売品かつ合成の素材になりますが、本当に売却しますか？" -> "It will be a not for sale and synthetic material, will you really sell it?"
"ゴールド消費率 80" -> "Gold consumption rate 80"
"ゴールド消費率 80" -> "Gold consumption rate 80"
"特殊売却" -> "Special sale"
"非売品を素材にしていますが、本当に売却しますか？" -> "I am using not for sale as a material, but do you really sell it?"
"ゴールド消費率 80" -> "Gold consumption rate 80"
"特殊売却" -> "Special sale"
"合成の素材になりますが、本当に売却しますか？" -> "It will be a synthetic material, will you really sell it?"
"ゴールド消費率 80" -> "Gold consumption rate 80"
"ゴールド消費率 80" -> "Gold consumption rate 80"
"ゴールド消費率 80" -> "Gold consumption rate 80"
"ゴールド消費率 80" -> "Gold consumption rate 80"
"特殊売却" -> "Special sale"
"非売品かつ合成の素材になりますが、本当に売却しますか？" -> "It will be a not for sale and synthetic material, will you really sell it?"
"ダミー" -> "dummy"
"ゴールド消費率 80" -> "Gold consumption rate 80"
"特殊売却" -> "Special sale"
"非売品かつ合成の素材になりますが、本当に売却しますか？" -> "It will be a not for sale and synthetic material, will you really sell it?"
"ダミー" -> "dummy"
"ダミー" -> "dummy"
"ダミー" -> "dummy"
"ダミー" -> "dummy"
"自己ステート延長 33" -> "Self-state extension 33"
"相手ステート延長 33" -> "Mating State Extension 33"
"ステート特攻通常攻撃 7" -> "State Attack Normal Attack 7"
"ステート特攻スキルタイプ 45" -> "State Special Feature Skill Type 45"
"自己ステート延長 33" -> "Self-state extension 33"
"相手ステート延長 33" -> "Mating State Extension 33"
"ステート特攻通常攻撃 7" -> "State Attack Normal Attack 7"
"ステート特攻スキルタイプ 45" -> "State Special Feature Skill Type 45"
"特殊売却" -> "Special sale"
"合成の素材になりますが、本当に売却しますか？" -> "It will be a synthetic material, will you really sell it?"
"自己ステート延長 33" -> "Self-state extension 33"
"相手ステート延長 33" -> "Mating State Extension 33"
"ステート特攻通常攻撃 7" -> "State Attack Normal Attack 7"
"ステート特攻スキルタイプ 45" -> "State Special Feature Skill Type 45"
"自己ステート延長 33" -> "Self-state extension 33"
"相手ステート延長 33" -> "Mating State Extension 33"
"ステート特攻通常攻撃 7" -> "State Attack Normal Attack 7"
"ステート特攻スキルタイプ 45" -> "State Special Feature Skill Type 45"
"特殊売却" -> "Special sale"
"合成の素材になりますが、本当に売却しますか？" -> "It will be a synthetic material, will you really sell it?"
"自己ステート延長 33" -> "Self-state extension 33"
"相手ステート延長 33" -> "Mating State Extension 33"
"ステート特攻通常攻撃 7" -> "State Attack Normal Attack 7"
"ステート特攻スキルタイプ 45" -> "State Special Feature Skill Type 45"
"自己ステート延長 33" -> "Self-state extension 33"
"相手ステート延長 33" -> "Mating State Extension 33"
"ステート特攻通常攻撃 7" -> "State Attack Normal Attack 7"
"ステート特攻スキルタイプ 45" -> "State Special Feature Skill Type 45"
"α" -> "α"
"特殊売却" -> "Special sale"
"合成の素材になりますが、本当に売却しますか？" -> "It will be a synthetic material, will you really sell it?"
"自己ステート延長 33" -> "Self-state extension 33"
"相手ステート延長 33" -> "Mating State Extension 33"
"ステート特攻通常攻撃 7" -> "State Attack Normal Attack 7"
"ステート特攻スキルタイプ 45" -> "State Special Feature Skill Type 45"
"β" -> "β"
